area,bedrooms,bathrooms,location,price
3552,2,2,Bangalore,18255197
4842,2,2,Hyderabad,20085775
2279,5,4,Kolkata,8725003
2314,2,3,Hyderabad,10013919
1797,1,1,Delhi,9995848
2937,4,5,Bangalore,15997984
3816,2,3,Ahmedabad,12271468
3556,4,3,Pune,14700780
3793,5,4,Bangalore,20277092
626,5,5,Hyderabad,4152507
3737,5,5,Hyderabad,16510567
3573,4,3,Mumbai,26254949
3765,1,2,Kolkata,12548683
1690,3,2,Pune,7150347
849,5,5,Pune,5056522
741,3,3,Chennai,3429947
866,1,1,Hyderabad,3809816
4910,3,3,Chennai,18193525
1088,2,2,Kolkata,4218304
1095,3,2,Mumbai,8516853
1079,4,3,Hyderabad,5540525
3290,4,5,Ahmedabad,11367195
4696,4,4,Bangalore,24708986
3680,4,3,Hyderabad,15870664
3027,5,4,Ahmedabad,10804765
1443,2,2,Pune,6070603
3815,1,2,Bangalore,19848403
4511,2,2,Chennai,16716225
4677,3,2,Pune,18393631
2949,3,3,Jaipur,9141971
1249,4,3,Delhi,8279633
2493,4,4,Kolkata,9111855
3456,4,5,Hyderabad,15378737
3850,4,4,Pune,16048550
2986,4,3,Jaipur,9763507
2325,1,1,Kolkata,7767717
1954,5,5,Jaipur,7161899
1893,4,3,Bangalore,10928811
3646,5,5,Jaipur,11764653
3858,3,2,Kolkata,13424876
3313,4,4,Hyderabad,14787975
1003,4,5,Kolkata,4952179
4572,3,3,Jaipur,14029859
4632,1,1,Bangalore,23411700
2146,1,2,Kolkata,7070984
3206,4,3,Jaipur,10027755
3425,5,5,Chennai,13716452
2452,2,2,Pune,10194227
4806,5,4,Pune,20117668
1412,4,3,Mumbai,11183857
3974,1,1,Jaipur,11187878
1529,5,4,Ahmedabad,6345972
4675,1,1,Mumbai,32815031
3923,1,1,Chennai,14115554
774,1,2,Bangalore,4602162
1963,5,4,Bangalore,11495119
3495,5,5,Hyderabad,15746602
1637,5,5,Jaipur,6536115
3611,4,3,Bangalore,19539425
2690,4,5,Hyderabad,12119525
1060,2,3,Kolkata,4445457
3352,3,4,Delhi,19563113
748,4,3,Mumbai,6293251
1733,3,2,Delhi,10192404
953,1,1,Kolkata,3293108
1707,2,2,Kolkata,6090734
3202,4,4,Kolkata,11623328
2713,1,1,Jaipur,7882568
4694,3,3,Jaipur,14233951
4285,3,3,Bangalore,22603362
3806,5,4,Delhi,22662359
1709,4,4,Chennai,7456684
4779,3,4,Mumbai,34528728
2577,4,3,Mumbai,19508432
826,1,1,Bangalore,4250076
3539,2,1,Pune,14064188
1612,4,5,Chennai,7472714
4715,2,2,Hyderabad,19852835
3706,2,3,Ahmedabad,11716886
4536,1,1,Kolkata,14763896
3402,4,5,Chennai,13599646
2066,2,2,Ahmedabad,7125791
3588,1,1,Mumbai,25178994
869,1,1,Jaipur,3050689
4406,3,2,Delhi,25070320
2131,1,1,Jaipur,6428994
903,1,1,Hyderabad,3855684
2532,5,5,Hyderabad,11883983
2640,1,1,Bangalore,13660391
4621,4,5,Ahmedabad,15480685
741,2,2,Pune,3685994
1408,2,3,Pune,6024039
1547,4,4,Delhi,9717512
4551,2,3,Kolkata,15625141
4012,5,4,Jaipur,12595500
2892,3,4,Hyderabad,12553575
1365,2,1,Chennai,5476533
3523,2,2,Pune,13796756
1538,3,2,Bangalore,8716315
3096,3,3,Bangalore,16364262
4162,1,1,Ahmedabad,12942548
1862,4,4,Delhi,11482704
1142,3,4,Hyderabad,5524162
3279,5,5,Pune,14367446
3554,3,3,Chennai,13535204
3531,1,2,Kolkata,11642658
3381,3,4,Delhi,20035214
4839,1,1,Hyderabad,19804388
3591,1,1,Bangalore,18528684
3212,1,1,Kolkata,10735425
4248,4,5,Hyderabad,18455395
1799,2,3,Mumbai,13319959
2717,1,1,Kolkata,9044617
3280,4,3,Kolkata,11736564
3448,3,2,Chennai,13207417
4281,2,1,Jaipur,12565796
4095,1,2,Chennai,14604966
1264,1,1,Delhi,7276396
3762,1,1,Hyderabad,15503372
3965,2,3,Pune,15823513
2016,1,1,Delhi,11589460
3708,3,4,Hyderabad,15899477
1116,2,2,Ahmedabad,3979960
1449,5,4,Jaipur,5835226
2501,4,5,Hyderabad,11800076
1507,3,4,Ahmedabad,5857579
915,3,4,Ahmedabad,3769408
3843,1,1,Mumbai,26995369
2107,4,4,Bangalore,12000711
4722,5,4,Kolkata,16672306
2118,4,4,Bangalore,12269534
4750,5,4,Delhi,27927686
2534,3,2,Delhi,15072050
4944,3,3,Kolkata,16859820
2401,4,4,Mumbai,17945303
3222,2,1,Mumbai,23161312
1456,1,2,Mumbai,10636666
2476,4,3,Bangalore,13518802
2125,2,1,Delhi,12166198
2016,4,5,Pune,9346312
4079,4,3,Mumbai,29585196
4471,2,1,Chennai,16415033
2394,5,5,Jaipur,8686510
3665,1,1,Kolkata,12232278
3320,5,5,Ahmedabad,11977546
4804,2,2,Pune,19106969
4276,2,1,Ahmedabad,13549391
952,5,4,Bangalore,6142045
3831,2,2,Chennai,14036104
2027,1,1,Bangalore,10299724
2792,4,4,Jaipur,9251672
2377,1,2,Hyderabad,9708353
4136,2,1,Pune,16508581
1716,2,1,Bangalore,8927346
2920,2,3,Bangalore,15628680
1133,3,4,Kolkata,4898370
1817,2,3,Mumbai,13557411
3588,3,4,Chennai,13476760
2828,4,3,Bangalore,15533554
2579,3,4,Jaipur,8264623
2676,2,3,Bangalore,14479255
1131,2,3,Kolkata,4199802
3676,1,1,Chennai,13044521
2544,5,4,Mumbai,19216038
4835,1,1,Chennai,17058148
3699,1,1,Jaipur,10675465
4957,5,4,Hyderabad,21267536
4429,2,1,Jaipur,13205613
4714,2,2,Chennai,17142973
3184,1,2,Jaipur,9389853
2148,1,2,Kolkata,7351645
2088,4,5,Pune,9640485
4259,2,1,Kolkata,13991183
827,2,2,Delhi,5479420
4952,1,1,Pune,19294108
1298,2,3,Mumbai,9967634
1037,4,4,Bangalore,6600234
2284,1,1,Mumbai,16491397
2753,4,5,Jaipur,8976958
3514,4,3,Kolkata,12344012
3817,4,4,Pune,15754981
1559,3,3,Bangalore,8818985
2439,3,4,Bangalore,13534298
877,4,3,Delhi,5932652
4820,5,5,Ahmedabad,16253850
4356,2,1,Bangalore,22315840
1943,5,5,Mumbai,15101580
1314,1,1,Kolkata,4538580
2105,2,2,Delhi,12402987
4521,5,5,Jaipur,14564903
3314,5,5,Kolkata,12437025
1947,1,1,Bangalore,10285955
3042,4,5,Delhi,18393463
4560,1,2,Bangalore,23112504
2352,4,4,Delhi,14368383
3105,2,2,Hyderabad,13288353
2337,1,2,Pune,9304952
4769,2,2,Chennai,17243561
1708,3,3,Delhi,10327101
3279,3,4,Jaipur,10111157
1637,5,4,Hyderabad,8406867
1511,3,2,Pune,6810650
2696,3,3,Ahmedabad,8891369
3613,1,1,Jaipur,10396998
958,5,5,Pune,5226930
1676,1,2,Delhi,9500846
2703,1,1,Ahmedabad,8642410
4127,1,1,Jaipur,12061630
2902,3,4,Bangalore,15828829
4700,5,5,Hyderabad,20746075
2204,4,4,Hyderabad,10226958
1675,1,2,Delhi,9621087
4648,5,5,Pune,19476375
928,5,4,Chennai,4951164
3832,3,4,Pune,16049169
4077,3,2,Bangalore,21578232
1602,4,3,Ahmedabad,6127885
1176,2,3,Mumbai,8992325
926,5,4,Pune,4929671
2127,4,3,Kolkata,7967265
3421,4,5,Kolkata,12399158
2065,1,2,Ahmedabad,6580535
3825,2,1,Mumbai,27031336
2881,2,2,Ahmedabad,9353624
2980,5,4,Delhi,17866411
1094,2,2,Chennai,4278712
1738,1,2,Ahmedabad,5766507
3016,4,4,Delhi,17800922
1956,5,5,Delhi,12537034
1753,4,5,Bangalore,10608915
3849,4,5,Bangalore,20668484
2742,5,5,Jaipur,9636120
3988,1,2,Bangalore,20176064
1724,1,2,Delhi,10001255
1401,2,1,Ahmedabad,4850414
2642,5,4,Kolkata,9970430
807,5,5,Chennai,4578500
3254,4,4,Delhi,19058638
1072,4,5,Bangalore,6931970
2238,2,3,Ahmedabad,7464721
735,2,3,Ahmedabad,2830928
4956,4,5,Bangalore,26419421
1770,1,1,Bangalore,9171390
1057,1,2,Kolkata,3962817
2036,5,5,Kolkata,8473787
4171,1,1,Jaipur,11962541
2748,5,4,Jaipur,9098876
4842,3,2,Mumbai,34709321
1106,4,4,Ahmedabad,4461748
3205,2,1,Kolkata,11054008
2983,3,2,Kolkata,10261108
1045,4,3,Delhi,7226956
3381,2,1,Pune,13356189
1043,3,3,Ahmedabad,4333929
717,5,4,Kolkata,4151330
2140,2,1,Pune,8485416
3370,5,5,Hyderabad,15022627
1166,1,1,Jaipur,3541295
4202,5,5,Mumbai,31095038
2536,4,3,Bangalore,13965787
4783,4,4,Delhi,27461922
2252,4,3,Kolkata,8473706
4990,2,2,Chennai,18381728
3286,4,5,Mumbai,24273738
1803,4,4,Mumbai,13850624
3537,2,3,Pune,14119110
1005,4,5,Jaipur,4464522
4507,3,2,Pune,18013494
4814,4,5,Bangalore,25540364
4679,3,2,Bangalore,24182396
912,4,5,Delhi,6533095
762,1,2,Chennai,3402464
2128,3,2,Kolkata,7799604
4988,2,3,Mumbai,35848732
2165,5,5,Hyderabad,10115688
998,1,2,Mumbai,7324003
4186,2,3,Chennai,15591138
1647,1,1,Chennai,5922664
2542,4,3,Kolkata,9604711
3730,2,3,Chennai,13789286
3396,5,5,Hyderabad,15447590
839,1,1,Mumbai,6500695
2958,5,4,Pune,12850270
1271,1,1,Mumbai,9192743
3219,5,5,Mumbai,24313339
3061,5,5,Mumbai,23090763
3993,2,3,Jaipur,12047345
1001,4,5,Jaipur,4180817
2706,4,4,Ahmedabad,9509642
4748,5,5,Mumbai,35065968
1687,4,4,Hyderabad,7880722
1742,3,2,Bangalore,9409562
4981,3,4,Jaipur,15442389
2665,5,5,Mumbai,20415697
4508,5,5,Ahmedabad,15097806
4855,3,4,Mumbai,35014929
4559,3,2,Delhi,26028540
741,3,2,Jaipur,2784870
996,2,1,Pune,4507185
3227,1,2,Hyderabad,13109915
2155,2,3,Chennai,8357469
3108,3,3,Kolkata,11202944
4981,1,1,Mumbai,35434460
1628,4,3,Pune,7231026
2776,3,2,Kolkata,9939725
1270,3,2,Hyderabad,6229777
2455,4,3,Pune,10701750
4029,1,2,Delhi,22696594
2678,3,4,Ahmedabad,9310814
2606,1,1,Chennai,9314875
2288,2,2,Bangalore,11984271
1169,5,4,Chennai,5618331
1746,2,3,Jaipur,5507088
4374,5,4,Kolkata,15827916
1464,3,2,Pune,6187375
627,2,1,Jaipur,2450483
1629,2,1,Chennai,6518120
2596,4,3,Hyderabad,11745642
1941,5,5,Delhi,12149668
1848,5,5,Bangalore,10819881
2736,3,2,Pune,11023476
2687,4,3,Mumbai,20033785
1280,4,5,Jaipur,5375436
974,5,5,Jaipur,4670552
3969,4,4,Mumbai,29073578
3645,1,1,Ahmedabad,11028839
2937,3,3,Hyderabad,12806576
1405,2,2,Pune,6220869
3639,5,4,Hyderabad,15864160
878,4,5,Hyderabad,4816305
2005,4,3,Delhi,12165940
1387,4,4,Mumbai,11101315
1932,3,4,Bangalore,10634332
4972,2,1,Bangalore,25297680
3747,4,5,Pune,15939487
2945,2,3,Pune,11823163
4049,2,2,Mumbai,29224393
1032,3,3,Jaipur,3819052
1609,4,3,Delhi,10260614
4449,4,3,Delhi,25587792
916,2,3,Ahmedabad,3372765
4816,4,4,Ahmedabad,15616033
1965,3,2,Jaipur,6577481
4999,4,3,Bangalore,26437625
1535,4,4,Delhi,10000259
4118,4,5,Delhi,24258367
4387,3,4,Jaipur,13658708
3368,2,2,Mumbai,24261239
1095,2,1,Kolkata,4206209
4192,4,5,Mumbai,30771052
2832,3,4,Pune,11877535
4618,4,5,Mumbai,33688614
3535,3,3,Jaipur,10855007
2967,3,3,Chennai,11141581
3184,2,3,Jaipur,9671498
1505,1,2,Mumbai,10909797
3827,1,1,Delhi,21361103
2427,5,4,Ahmedabad,9145384
4322,5,4,Bangalore,23437224
3180,1,1,Mumbai,22564392
2115,2,3,Bangalore,11570985
3603,5,5,Jaipur,12082618
711,1,2,Delhi,4147194
2272,2,3,Chennai,8765199
2902,5,5,Bangalore,16342991
2250,5,5,Kolkata,9248383
4995,1,2,Chennai,18172465
3074,5,4,Chennai,12486233
4595,2,1,Mumbai,32651137
2490,1,1,Hyderabad,10399287
906,2,2,Delhi,5960586
720,5,5,Pune,4735673
3701,2,3,Ahmedabad,11993184
1877,4,3,Ahmedabad,7044134
2027,3,3,Ahmedabad,6996260
3702,5,5,Ahmedabad,13045953
1785,4,5,Ahmedabad,6835855
2055,3,4,Ahmedabad,7422420
1779,1,2,Ahmedabad,5700578
1946,3,4,Jaipur,6494931
1228,1,2,Mumbai,8952443
1814,4,4,Pune,8014006
2561,3,3,Pune,10971894
3595,5,4,Bangalore,19289807
2147,4,5,Chennai,9268470
3458,3,3,Bangalore,18324879
1361,2,1,Pune,5804870
2966,2,3,Hyderabad,12805325
4806,1,1,Chennai,17145627
2441,4,3,Hyderabad,11120486
2096,2,1,Jaipur,6304643
4519,3,2,Kolkata,15496043
3688,5,4,Ahmedabad,12545291
1843,1,1,Chennai,6512580
2643,3,3,Pune,11072912
3976,1,1,Kolkata,13144428
1116,2,2,Bangalore,6551115
1434,4,4,Ahmedabad,5419048
1223,5,5,Jaipur,5100767
1647,2,3,Pune,7060842
2164,4,3,Delhi,13316878
4582,5,5,Jaipur,14684874
1096,4,4,Hyderabad,5573175
3029,2,1,Kolkata,10300856
2863,5,4,Pune,12327127
1142,3,4,Jaipur,4626569
1515,2,3,Jaipur,5208865
2401,1,1,Jaipur,6946493
3682,5,5,Bangalore,20183422
681,4,3,Mumbai,6125280
1779,2,3,Ahmedabad,5908610
765,4,5,Delhi,5475374
2855,3,2,Kolkata,9928319
2671,4,5,Chennai,10641775
1406,2,1,Delhi,8070793
3338,5,5,Hyderabad,14945456
931,2,2,Delhi,5607709
4190,1,1,Chennai,15054007
2134,1,2,Kolkata,7437699
780,4,3,Bangalore,4907762
1916,4,5,Pune,8963334
1706,2,2,Hyderabad,7225019
2189,4,4,Hyderabad,10309237
3086,4,3,Mumbai,22741547
3190,4,3,Ahmedabad,11016248
2840,5,4,Bangalore,16083067
1087,1,1,Kolkata,3741308
1211,5,4,Ahmedabad,4996391
4020,2,3,Kolkata,13742923
3794,3,2,Kolkata,13038687
1997,1,2,Jaipur,6149240
2056,2,3,Delhi,11949117
2793,4,4,Mumbai,21198498
3674,3,4,Kolkata,13027123
1937,3,3,Jaipur,6347566
2800,3,2,Bangalore,14910647
3467,5,4,Kolkata,12446008
4482,2,2,Delhi,25234475
2714,5,5,Mumbai,20959042
2736,5,4,Mumbai,20740942
678,1,2,Chennai,2763145
977,5,5,Pune,5637284
764,4,5,Jaipur,3988589
2320,3,2,Jaipur,7108185
3584,2,1,Pune,14209082
754,5,5,Pune,4576702
1746,2,3,Hyderabad,7637279
1663,1,2,Kolkata,5599734
2816,3,2,Kolkata,9656796
3439,1,2,Hyderabad,14108409
2063,5,4,Delhi,13089336
4070,2,1,Delhi,22649013
2116,1,1,Mumbai,15071813
3650,3,3,Kolkata,12849370
2126,5,5,Pune,9631227
4210,5,4,Bangalore,22781319
2992,3,4,Bangalore,16449661
1388,1,1,Ahmedabad,4798230
3148,2,1,Kolkata,10496664
1115,3,3,Hyderabad,5277391
3662,1,1,Chennai,13021315
2167,4,3,Chennai,8604022
2048,1,1,Ahmedabad,6565932
1566,1,1,Ahmedabad,4843853
963,4,3,Jaipur,4073776
707,3,2,Jaipur,3126626
3694,3,3,Chennai,13953995
1222,1,2,Chennai,4513414
1109,4,4,Mumbai,8905177
1664,2,3,Kolkata,5897470
4465,1,2,Hyderabad,18292305
903,2,3,Chennai,3961944
1568,5,4,Chennai,7075542
2038,3,4,Kolkata,7658864
4121,1,2,Chennai,14878553
4471,1,1,Jaipur,13127713
4100,4,4,Mumbai,30022813
2799,4,3,Mumbai,20712333
4954,5,5,Pune,20678259
4501,4,5,Hyderabad,19519205
2870,2,3,Hyderabad,12277926
829,4,3,Ahmedabad,3943008
3086,4,4,Chennai,12220850
749,1,1,Delhi,4206086
1509,4,3,Hyderabad,7146506
4128,1,2,Chennai,15011185
1577,2,2,Kolkata,5972348
1234,5,4,Mumbai,10166807
2790,5,5,Mumbai,21027869
4749,1,1,Chennai,17068064
4074,5,5,Jaipur,13333653
4380,4,4,Jaipur,13857141
2465,3,4,Bangalore,13764258
898,3,4,Mumbai,7374727
3339,3,3,Jaipur,10105583
4325,3,3,Kolkata,15135394
3991,4,4,Kolkata,14101289
697,2,1,Mumbai,5642919
3797,2,2,Pune,15273559
2705,5,4,Jaipur,9027293
4872,4,4,Delhi,28454416
4122,5,5,Pune,17607119
1445,5,4,Ahmedabad,5795667
4785,2,2,Hyderabad,19838475
4826,3,2,Kolkata,16617761
4481,1,1,Bangalore,22679858
1652,4,5,Kolkata,6862561
4448,3,4,Bangalore,23652538
4215,5,5,Jaipur,13747185
3757,1,2,Jaipur,11199468
2705,3,3,Hyderabad,11783850
1593,2,1,Jaipur,5108275
3696,4,3,Kolkata,13342387
789,2,1,Delhi,4967175
2723,5,5,Jaipur,9109409
3018,5,4,Hyderabad,13598313
3498,3,3,Pune,14337465
2566,5,4,Chennai,10620771
4878,1,2,Delhi,27611623
4849,1,1,Ahmedabad,14966870
4011,5,4,Jaipur,12878022
4546,3,4,Delhi,26179732
1646,1,1,Jaipur,5030243
3173,4,3,Chennai,12543730
1205,3,2,Delhi,7544876
1966,3,3,Hyderabad,8688335
3526,1,1,Mumbai,24963138
2558,5,5,Chennai,10595416
1664,2,1,Ahmedabad,5622814
1117,4,3,Jaipur,4178660
3054,2,3,Delhi,17722253
4833,3,2,Delhi,27590971
4407,1,1,Delhi,24626498
3189,5,5,Mumbai,23991020
2872,3,2,Delhi,16477940
2908,4,5,Hyderabad,13123351
1702,3,4,Bangalore,9869571
1410,4,4,Mumbai,11088881
4363,5,4,Ahmedabad,14582210
676,4,3,Jaipur,3328129
2909,4,4,Kolkata,10433286
1625,1,1,Hyderabad,6552588
2664,5,5,Pune,12164858
3341,3,2,Bangalore,17370367
4599,3,2,Jaipur,13673919
3828,5,5,Bangalore,20940016
4869,2,3,Pune,19587342
4158,5,5,Ahmedabad,14218901
1445,5,5,Pune,7540403
1292,4,3,Delhi,8600872
4648,4,3,Bangalore,24278698
1932,4,3,Pune,8762626
3637,3,4,Hyderabad,16047513
4932,1,1,Kolkata,16396218
1874,2,3,Delhi,11318742
1844,4,3,Ahmedabad,6597250
937,2,1,Hyderabad,4328924
3894,2,1,Kolkata,12937718
936,1,2,Kolkata,3687631
2467,1,1,Bangalore,12444865
4605,3,3,Ahmedabad,14838344
1094,5,5,Pune,6130296
4486,1,1,Ahmedabad,14003249
760,4,5,Jaipur,3856385
2636,5,5,Pune,12050478
2341,2,3,Delhi,13448426
2107,3,3,Ahmedabad,7478148
4160,5,4,Jaipur,12954394
1975,1,1,Chennai,7341919
2153,2,2,Kolkata,7309406
2881,5,5,Chennai,11936184
2468,1,1,Jaipur,7368739
2201,2,3,Delhi,13005969
4427,1,1,Pune,16872640
4080,2,1,Delhi,22746066
1899,4,3,Hyderabad,9111101
1310,4,5,Chennai,6205560
4767,3,2,Mumbai,34476637
2646,2,3,Mumbai,19350626
3481,3,4,Pune,14189231
2417,1,1,Bangalore,12621130
2798,3,4,Delhi,16759146
3932,5,4,Mumbai,29399607
1703,1,1,Mumbai,12436504
3777,3,4,Bangalore,20194288
4194,5,5,Pune,17732253
4074,1,1,Jaipur,11878703
2777,2,1,Kolkata,9548199
1794,3,4,Pune,7899940
1135,1,1,Delhi,6799488
1669,3,2,Bangalore,9517486
4969,2,1,Ahmedabad,15253965
732,2,3,Chennai,3238937
863,1,1,Mumbai,6207065
2652,4,4,Pune,11420730
4689,2,1,Hyderabad,19129980
3447,1,2,Hyderabad,14563865
957,4,3,Hyderabad,4816731
1350,2,3,Ahmedabad,4682764
3850,5,5,Pune,16217466
4951,4,4,Delhi,28744381
2858,5,5,Kolkata,11037251
1510,3,3,Delhi,9282238
4410,3,2,Hyderabad,18317817
1183,5,5,Kolkata,5801952
4038,4,3,Pune,16412882
1176,1,2,Delhi,6826198
3176,4,3,Pune,13336719
2471,4,5,Pune,10997567
1752,5,5,Bangalore,10263412
2383,5,4,Hyderabad,11381018
1693,4,3,Delhi,10399583
2699,2,1,Bangalore,14062205
2741,4,3,Kolkata,9786230
2733,5,4,Hyderabad,12711890
1117,4,5,Hyderabad,6242636
1341,5,5,Pune,7070580
3077,2,1,Ahmedabad,9487662
3476,5,5,Bangalore,19060301
642,5,5,Mumbai,6032503
4041,5,5,Ahmedabad,13591834
1003,2,2,Delhi,6472578
1926,5,4,Kolkata,8061507
2816,5,5,Ahmedabad,10038306
2749,5,4,Bangalore,15491585
2993,3,2,Kolkata,10670396
3250,2,3,Ahmedabad,10578552
4945,3,3,Kolkata,16882769
1477,1,1,Hyderabad,6024565
2486,3,2,Hyderabad,10696420
1903,2,3,Ahmedabad,6638901
2340,1,1,Jaipur,7109963
1712,2,2,Chennai,6629181
4476,2,2,Pune,17902101
2498,4,3,Hyderabad,11352065
847,5,5,Kolkata,4222112
3860,2,1,Hyderabad,15937803
1167,5,5,Pune,5904694
4409,3,3,Ahmedabad,14120218
1788,3,2,Bangalore,10054120
3195,4,3,Bangalore,17456097
1953,4,4,Kolkata,7374665
4212,5,5,Jaipur,13658630
1580,5,5,Delhi,10437819
768,3,4,Hyderabad,4082977
3764,3,4,Chennai,14206159
3271,4,3,Jaipur,10430194
978,2,3,Jaipur,3607304
2532,2,2,Chennai,9569742
793,1,2,Mumbai,6044621
863,4,3,Bangalore,5572597
2071,5,4,Ahmedabad,7711071
2615,4,4,Bangalore,14414491
1900,2,3,Bangalore,10570732
3800,2,1,Bangalore,19529949
3973,3,4,Kolkata,13904221
1173,2,3,Ahmedabad,4113264
2137,4,3,Chennai,8733915
1983,3,3,Bangalore,10766806
1980,3,3,Kolkata,7458195
4137,3,3,Delhi,23572925
3759,1,1,Delhi,21317620
2123,5,5,Mumbai,16533888
4532,1,1,Hyderabad,18330810
4222,5,4,Ahmedabad,14147468
1495,5,5,Hyderabad,7602581
3993,4,4,Jaipur,12822223
1064,5,5,Bangalore,7211230
2210,4,4,Chennai,9349018
1212,3,3,Jaipur,4431484
3812,4,3,Chennai,14293255
1204,2,1,Pune,5357561
1220,1,2,Kolkata,4130097
3202,4,5,Ahmedabad,11349304
2783,5,4,Hyderabad,12821815
4400,4,5,Chennai,17182269
755,4,3,Kolkata,3526057
3953,3,2,Mumbai,28346765
4511,1,1,Kolkata,14936707
3517,3,3,Jaipur,10734116
3717,1,2,Jaipur,10933986
3315,1,2,Pune,13005723
4939,5,5,Hyderabad,21755259
1049,3,2,Ahmedabad,4048753
4561,4,5,Chennai,17522507
1669,2,3,Ahmedabad,5941150
4617,2,2,Delhi,25806844
4191,5,5,Delhi,24714239
3419,5,5,Bangalore,18976044
2885,5,5,Hyderabad,13485596
2635,5,4,Hyderabad,12306078
1790,3,2,Mumbai,13131991
1999,1,2,Chennai,7657560
4340,4,4,Chennai,16740825
2848,4,4,Delhi,17359137
3393,3,4,Chennai,13011933
1323,4,5,Hyderabad,6725902
2041,2,3,Kolkata,7506085
686,4,5,Chennai,4148906
4749,1,1,Delhi,26743584
2351,4,3,Hyderabad,10602284
4020,1,1,Bangalore,20699776
3083,5,4,Mumbai,23456644
3812,3,3,Ahmedabad,12207831
4522,2,3,Jaipur,13411917
3089,4,3,Ahmedabad,10644703
2086,2,2,Hyderabad,9208477
4127,4,3,Hyderabad,17753192
672,5,5,Hyderabad,4177979
1324,1,1,Bangalore,7218367
4354,3,4,Delhi,24864060
3595,3,3,Kolkata,12386665
4965,2,1,Hyderabad,20364909
818,1,2,Pune,3400297
1146,3,3,Chennai,4882262
4329,2,3,Bangalore,22655165
2568,1,1,Hyderabad,10704383
1859,5,5,Bangalore,10958776
3533,5,5,Ahmedabad,12645076
3109,2,1,Ahmedabad,9725757
4608,5,4,Kolkata,16636787
4672,4,4,Delhi,27390225
2162,4,4,Hyderabad,9783617
2685,1,2,Pune,10718853
2389,5,5,Bangalore,13512812
4269,3,2,Jaipur,12982672
3081,2,1,Bangalore,15714190
4030,3,4,Ahmedabad,13188600
804,4,4,Kolkata,4212256
1341,5,5,Chennai,6681226
3488,3,4,Delhi,20608165
4094,2,3,Pune,16433624
4863,1,1,Kolkata,15947081
1705,1,2,Mumbai,12730928
2423,2,1,Kolkata,8176333
3247,4,3,Ahmedabad,11040487
4797,2,3,Jaipur,14438840
688,2,3,Chennai,3154043
3981,5,4,Pune,16736186
4111,3,4,Hyderabad,17763296
2806,2,2,Hyderabad,12082258
3785,2,2,Jaipur,11034485
4981,1,1,Kolkata,16266818
1464,3,2,Kolkata,5543922
654,1,2,Ahmedabad,2622751
2680,4,4,Kolkata,10122875
1157,1,2,Mumbai,8745388
1592,4,5,Mumbai,12501748
4891,4,5,Delhi,28428452
1047,3,3,Delhi,6929322
2421,4,3,Chennai,9825899
4419,2,1,Pune,17101908
3572,2,3,Bangalore,18813069
691,1,1,Delhi,4023628
1207,1,2,Kolkata,4542168
1851,3,2,Jaipur,6007573
885,4,5,Ahmedabad,4389143
3521,2,3,Kolkata,12304400
3906,1,1,Chennai,13859835
701,5,4,Mumbai,6712525
4435,3,2,Bangalore,22990025
4835,4,4,Mumbai,35254382
2278,3,2,Pune,9374964
4423,4,5,Ahmedabad,14594932
1134,4,4,Hyderabad,5969750
615,3,4,Mumbai,5681144
1160,1,1,Pune,4805357
3525,1,1,Pune,13452091
2983,4,4,Kolkata,10905471
1509,2,3,Chennai,6099068
2013,4,5,Delhi,12614953
718,5,5,Kolkata,3952095
4662,1,1,Bangalore,23746644
3713,3,2,Jaipur,11192974
3660,4,4,Chennai,14059724
2091,1,1,Kolkata,7173713
2696,1,1,Kolkata,8809109
2854,4,4,Hyderabad,12578010
1113,4,4,Chennai,5320070
1833,1,1,Jaipur,5639551
4732,5,5,Bangalore,25317005
2079,3,2,Bangalore,11577146
3949,4,4,Delhi,22861428
2140,4,4,Delhi,12958457
729,2,3,Hyderabad,3558094
4316,4,3,Chennai,16623321
4343,5,4,Bangalore,23370059
2371,5,5,Jaipur,8638397
3675,4,3,Pune,14950599
1105,3,4,Ahmedabad,4756874
1438,3,4,Hyderabad,6699950
4471,4,4,Bangalore,23501955
3276,4,5,Kolkata,12037913
696,5,5,Ahmedabad,3972499
2563,2,2,Kolkata,8750546
3466,4,4,Bangalore,18907342
4626,3,2,Jaipur,14117620
1198,4,5,Chennai,5680616
3581,1,1,Kolkata,11640220
4563,5,5,Jaipur,14766335
1028,5,4,Mumbai,8704878
4381,2,2,Jaipur,13095987
1924,3,3,Bangalore,10603961
3190,4,4,Delhi,18855702
3014,2,3,Delhi,17650460
2367,3,3,Bangalore,13111851
2116,5,5,Hyderabad,9979906
1939,1,1,Delhi,11256687
4694,4,3,Ahmedabad,15445300
4003,3,3,Chennai,15086762
3146,3,3,Pune,13137402
1576,4,3,Chennai,6511423
2214,5,4,Ahmedabad,8002696
2184,2,1,Ahmedabad,6941299
4661,4,4,Chennai,17481138
1870,3,2,Hyderabad,8564330
818,5,5,Delhi,6068762
1133,4,5,Chennai,5453687
2095,2,3,Jaipur,7009767
1973,5,5,Ahmedabad,7610496
4739,1,1,Pune,18536203
4423,1,1,Jaipur,12761869
4549,2,3,Bangalore,23672485
664,4,5,Bangalore,4909746
4941,5,5,Mumbai,36513814
3742,3,3,Chennai,14094946
2324,2,3,Chennai,8801483
2805,3,4,Jaipur,9177267
3585,1,1,Pune,14128486
4513,4,4,Hyderabad,19411225
1648,2,3,Kolkata,5846479
4254,3,3,Bangalore,22462713
